15	17	16	18
13	17	12	18
18	16	17	15
18	12	17	13
15	12	16	13
13	16	12	15
17	16	18	15
12	18	13	17
15	13	16	12
15	18	16	17
17	13	18	12
12	16	13	15
17	15	18	16
17	12	18	13
13	18	12	17
13	15	12	16
16	18	15	17
16	12	15	13
18	15	17	16
18	13	17	12
12	17	13	18
12	15	13	16
16	13	15	12
16	17	15	12
